Wsk_efek_pp;KPI_epp;KPI_sprzedaz;KPI_ek;Cel_SprzedażyMiesięcznej;Region2;Imię i nazwisko;Number of Records;Oddział (copy);Oddział;Region;czas rozmowy (bin);czas rozmowy;data rozmowy (copy);data rozmowy;kwota zakupu (bin);kwota zakupu;numer klienta;przedstawiciel (klienci4 H2:K7);przedstawiciel
0,001626667;źle;Źle;klient;73,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;75;03.10.2013;03.10.2013;Średnie zakupy;122;10;P02;P02
0,001963964;źle;Źle;klient;130,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;111;23.09.2013;23.09.2013;Duże zakupu;218;8;P04;P04
0,002477273;źle;Źle;klient;65,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;44;11.10.2013;11.10.2013;Średnie zakupy;109;2;P01;P01
0,000398437;źle;Źle;klient;30,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;128;14.08.2013;14.08.2013;Niewielki zakupy;51;5;P03;P03
0,002888889;źle;Źle;klient;78;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;45;27.10.2013;27.10.2013;Średnie zakupy;130;8;P02;P02
0,001202381;źle;Źle;klient;60,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;84;04.08.2013;04.08.2013;Średnie zakupy;101;7;P03;P03
0,001434783;źle;Źle;klient;99;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;115;20.09.2013;20.09.2013;Średnie zakupy;165;11;P05;P05
0,000338235;źle;Źle;klient;27,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;136;09.09.2013;09.09.2013;Niewielki zakupy;46;7;P03;P03
0,000785714;źle;Źle;klient;26,4;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;56;14.10.2013;14.10.2013;Niewielki zakupy;44;4;P05;P05
0,004787879;źle;Źle;klient;94,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;33;21.09.2013;21.09.2013;Średnie zakupy;158;8;P02;P02
0,000651786;źle;Źle;klient;43,8;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;112;06.08.2013;06.08.2013;Niewielki zakupy;73;5;P05;P05
0,022444444;źle;Źle;klient;121,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;9;23.09.2013;23.09.2013;Duże zakupu;202;3;P03;P03
0,000414414;źle;Źle;klient;27,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;111;11.10.2013;11.10.2013;Niewielki zakupy;46;8;P05;P05
0,000271930;źle;Źle;klient;18,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;114;14.10.2013;14.10.2013;Niewielki zakupy;31;7;P03;P03
0,0725;źle;Źle;klient;87;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;2;10.09.2013;10.09.2013;Średnie zakupy;145;5;P01;P01
0,002189189;źle;Źle;klient;97,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;74;03.10.2013;03.10.2013;Średnie zakupy;162;3;P03;P03
0,0019375;źle;Źle;klient;18,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;16;26.09.2013;26.09.2013;Niewielki zakupy;31;3;P02;P02
0,019428571;źle;Źle;klient;81,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;7;19.09.2013;19.09.2013;Średnie zakupy;136;2;P05;P05
0,001418605;źle;Źle;klient;73,2;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;86;25.08.2013;25.08.2013;Średnie zakupy;122;10;P01;P01
0,000709091;źle;Źle;klient;70,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;165;21.08.2013;21.08.2013;Średnie zakupy;117;2;P02;P02
0,000409722;źle;Źle;klient;35,4;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;144;17.10.2013;17.10.2013;Niewielki zakupy;59;4;P04;P04
0,004410256;źle;Źle;klient;103,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;39;15.10.2013;15.10.2013;Średnie zakupy;172;8;P02;P02
0,0015;źle;Źle;klient;108;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;120;26.10.2013;26.10.2013;Duże zakupu;180;2;P04;P04
0,001125874;źle;Źle;klient;96,6;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;143;16.09.2013;16.09.2013;Średnie zakupy;161;4;P04;P04
0,000885496;źle;Źle;klient;69,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;131;15.09.2013;15.09.2013;Średnie zakupy;116;13;P05;P05
0,006038462;źle;Źle;klient;94,2;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;26;13.10.2013;13.10.2013;Średnie zakupy;157;10;P01;P01
0,000668712;źle;Źle;klient;65,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;163;11.09.2013;11.09.2013;Średnie zakupy;109;11;P02;P02
0,000581818;źle;Źle;klient;57,6;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;165;28.08.2013;28.08.2013;Średnie zakupy;96;12;P04;P04
0,001429577;źle;Źle;klient;121,8;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;142;05.09.2013;05.09.2013;Duże zakupu;203;3;P01;P01
0,043;źle;Źle;klient;25,8;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;1;06.10.2013;06.10.2013;Niewielki zakupy;43;14;P01;P01
0,000416667;źle;Źle;klient;36;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;144;14.08.2013;14.08.2013;Niewielki zakupy;60;6;P02;P02
0,003313433;źle;Źle;klient;133,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;67;15.08.2013;15.08.2013;Duże zakupu;222;5;P03;P03
0,000796610;źle;Źle;klient;56,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;118;26.09.2013;26.09.2013;Średnie zakupy;94;3;P01;P01
0,000764706;źle;Źle;klient;70,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;153;25.09.2013;25.09.2013;Średnie zakupy;117;15;P02;P02
0,000475410;źle;Źle;klient;17,4;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;61;09.08.2013;09.08.2013;Niewielki zakupy;29;4;P05;P05
0,019363636;źle;Źle;klient;127,8;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;11;09.08.2013;09.08.2013;Duże zakupu;213;13;P05;P05
0,003866667;źle;Źle;klient;34,8;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;15;14.09.2013;14.09.2013;Niewielki zakupy;58;4;P01;P01
0,0005;źle;Źle;klient;33,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;112;29.08.2013;29.08.2013;Niewielki zakupy;56;11;P02;P02
0,00475;źle;Źle;klient;34,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;12;28.09.2013;28.09.2013;Niewielki zakupy;57;11;P05;P05
0,001122302;źle;Źle;klient;93,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;139;14.09.2013;14.09.2013;Średnie zakupy;156;7;P02;P02
0,00412;źle;Źle;klient;123,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;50;21.10.2013;21.10.2013;Duże zakupu;206;5;P02;P02
0,000875862;źle;Źle;klient;76,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;145;19.09.2013;19.09.2013;Średnie zakupy;127;14;P04;P04
0,001289855;źle;Źle;klient;106,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;138;05.08.2013;05.08.2013;Średnie zakupy;178;12;P03;P03
0,000445378;źle;Źle;klient;31,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;119;10.08.2013;10.08.2013;Niewielki zakupy;53;1;P04;P04
0,004257143;źle;Źle;klient;89,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;35;11.08.2013;11.08.2013;Średnie zakupy;149;9;P01;P01
0,000950980;źle;Źle;klient;58,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;102;14.10.2013;14.10.2013;Średnie zakupy;97;7;P05;P05
0,000780488;źle;Źle;klient;38,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;82;23.09.2013;23.09.2013;Niewielki zakupy;64;9;P02;P02
0,001373984;źle;Źle;klient;101,4;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;123;29.10.2013;29.10.2013;Średnie zakupy;169;7;P03;P03
0,018333333;źle;Źle;klient;66;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;6;25.08.2013;25.08.2013;Średnie zakupy;110;11;P01;P01
0,001041322;źle;Źle;klient;75,6;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;121;14.09.2013;14.09.2013;Średnie zakupy;126;4;P04;P04
0,001296296;źle;Źle;klient;21;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;27;25.09.2013;25.09.2013;Niewielki zakupy;35;1;P02;P02
0,001050633;źle;Źle;klient;49,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;79;08.09.2013;08.09.2013;Niewielki zakupy;83;5;P02;P02
0,000551020;źle;Źle;klient;32,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;98;04.10.2013;04.10.2013;Niewielki zakupy;54;8;P02;P02
0,001170886;źle;Źle;klient;111;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;158;10.09.2013;10.09.2013;Duże zakupu;185;3;P01;P01
0,001327273;źle;Źle;klient;43,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;55;10.09.2013;10.09.2013;Niewielki zakupy;73;14;P02;P02
0,001508197;źle;Źle;klient;110,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;122;04.08.2013;04.08.2013;Duże zakupu;184;7;P01;P01
0,000825;źle;Źle;klient;39,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;80;16.08.2013;16.08.2013;Niewielki zakupy;66;1;P01;P01
0,000485075;źle;Źle;klient;39;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;134;24.09.2013;24.09.2013;Niewielki zakupy;65;10;P02;P02
0,003615385;źle;Źle;klient;28,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;13;17.08.2013;17.08.2013;Niewielki zakupy;47;5;P04;P04
0,000276730;źle;Źle;klient;26,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;159;04.10.2013;04.10.2013;Niewielki zakupy;44;14;P01;P01
0,000959302;źle;Źle;klient;99;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;172;14.09.2013;14.09.2013;Średnie zakupy;165;11;P03;P03
0,001858696;źle;Źle;klient;102,6;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;92;23.09.2013;23.09.2013;Średnie zakupy;171;8;P04;P04
0,001392157;źle;Źle;klient;42,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;51;25.10.2013;25.10.2013;Niewielki zakupy;71;3;P02;P02
0,001559633;źle;Źle;klient;102;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;109;02.09.2013;02.09.2013;Średnie zakupy;170;2;P04;P04
0,003666667;źle;Źle;klient;99;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;45;09.08.2013;09.08.2013;Średnie zakupy;165;15;P03;P03
0,003421053;źle;Źle;klient;117;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;57;28.08.2013;28.08.2013;Duże zakupu;195;2;P04;P04
0,000435754;źle;Źle;klient;46,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;179;03.09.2013;03.09.2013;Niewielki zakupy;78;6;P02;P02
0,001032680;źle;Źle;klient;94,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;153;29.08.2013;29.08.2013;Średnie zakupy;158;5;P02;P02
0,000507813;źle;Źle;klient;39;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;128;09.09.2013;09.09.2013;Niewielki zakupy;65;11;P02;P02
0,002732394;źle;Źle;klient;116,4;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;71;12.09.2013;12.09.2013;Duże zakupu;194;15;P05;P05
0,0125;źle;Źle;klient;120;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;16;09.08.2013;09.08.2013;Duże zakupu;200;13;P03;P03
0,001578512;źle;Źle;klient;114,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;121;08.08.2013;08.08.2013;Duże zakupu;191;1;P01;P01
0,001090909;źle;Źle;klient;93,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;143;08.08.2013;08.08.2013;Średnie zakupy;156;8;P05;P05
0,001232759;źle;Źle;klient;85,8;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;116;01.09.2013;01.09.2013;Średnie zakupy;143;14;P01;P01
0,000235294;źle;Źle;klient;19,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;136;17.09.2013;17.09.2013;Niewielki zakupy;32;1;P05;P05
0,001113475;źle;Źle;klient;94,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;141;18.10.2013;18.10.2013;Średnie zakupy;157;10;P05;P05
0,001460526;źle;Źle;klient;66,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;76;18.09.2013;18.09.2013;Średnie zakupy;111;7;P01;P01
0,000401198;źle;Źle;klient;40,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;167;13.09.2013;13.09.2013;Niewielki zakupy;67;7;P05;P05
0,003942308;źle;Źle;klient;123;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;52;05.10.2013;05.10.2013;Duże zakupu;205;15;P01;P01
0,0032;źle;Źle;klient;48;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;25;16.08.2013;16.08.2013;Niewielki zakupy;80;2;P01;P01
0,002115385;źle;Źle;klient;132;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;104;12.10.2013;12.10.2013;Duże zakupu;220;11;P04;P04
0,00424;źle;Źle;klient;127,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;50;31.08.2013;31.08.2013;Duże zakupu;212;5;P03;P03
0,002030303;źle;Źle;klient;120,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;99;24.08.2013;24.08.2013;Duże zakupu;201;2;P02;P02
0,002745098;źle;Źle;klient;84;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;51;29.08.2013;29.08.2013;Średnie zakupy;140;6;P03;P03
0,003575758;źle;Źle;klient;70,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;33;01.08.2013;01.08.2013;Średnie zakupy;118;15;P04;P04
0,000638655;źle;Źle;klient;45,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;119;11.10.2013;11.10.2013;Niewielki zakupy;76;11;P03;P03
0,001036496;źle;Źle;klient;85,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;137;10.08.2013;10.08.2013;Średnie zakupy;142;4;P02;P02
0,001514706;źle;Źle;klient;61,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;68;01.08.2013;01.08.2013;Średnie zakupy;103;13;P02;P02
0,0024;źle;Źle;klient;115,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;80;18.08.2013;18.08.2013;Duże zakupu;192;9;P02;P02
0,004090909;źle;Źle;klient;54;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;22;09.08.2013;09.08.2013;Średnie zakupy;90;5;P04;P04
0,000575758;źle;Źle;klient;34,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;99;13.08.2013;13.08.2013;Niewielki zakupy;57;8;P03;P03
0,000681034;źle;Źle;klient;47,4;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;116;19.08.2013;19.08.2013;Niewielki zakupy;79;15;P04;P04
0,001554455;źle;Źle;klient;94,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;101;25.10.2013;25.10.2013;Średnie zakupy;157;9;P02;P02
0,001539568;źle;Źle;klient;128,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;139;18.08.2013;18.08.2013;Duże zakupu;214;11;P02;P02
0,067333333;źle;Źle;klient;121,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;3;22.08.2013;22.08.2013;Duże zakupu;202;10;P05;P05
0,000530303;źle;Źle;klient;42;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;132;10.08.2013;10.08.2013;Niewielki zakupy;70;11;P03;P03
0,000678082;źle;Źle;klient;59,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;146;08.08.2013;08.08.2013;Średnie zakupy;99;8;P01;P01
0,000776119;źle;Źle;klient;62,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;134;04.08.2013;04.08.2013;Średnie zakupy;104;9;P02;P02
0,001792453;źle;Źle;klient;114;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;106;12.08.2013;12.08.2013;Duże zakupu;190;3;P04;P04
0,000923529;źle;Źle;klient;94,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;170;19.09.2013;19.09.2013;Średnie zakupy;157;1;P05;P05
0,000380531;źle;Źle;klient;25,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;113;13.10.2013;13.10.2013;Niewielki zakupy;43;10;P03;P03
0,001240506;źle;Źle;klient;117,6;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;158;10.10.2013;10.10.2013;Duże zakupu;196;7;P04;P04
0,002493671;źle;Źle;klient;118,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;79;08.10.2013;08.10.2013;Duże zakupu;197;13;P05;P05
0,001791667;źle;Źle;klient;103,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;96;10.10.2013;10.10.2013;Średnie zakupy;172;5;P04;P04
0,020333333;źle;Źle;klient;73,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;6;19.10.2013;19.10.2013;Średnie zakupy;122;11;P03;P03
0,00116;źle;Źle;klient;69,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;100;15.08.2013;15.08.2013;Średnie zakupy;116;10;P02;P02
0,000293103;źle;Źle;klient;30,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;174;04.10.2013;04.10.2013;Niewielki zakupy;51;2;P02;P02
0,000861635;źle;Źle;klient;82,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;159;22.08.2013;22.08.2013;Średnie zakupy;137;4;P03;P03
0,005022727;źle;Źle;klient;132,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;44;12.08.2013;12.08.2013;Duże zakupu;221;11;P05;P05
0,001;źle;Źle;klient;45,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;76;05.09.2013;05.09.2013;Niewielki zakupy;76;15;P01;P01
0,000253623;źle;Źle;klient;21;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;138;16.09.2013;16.09.2013;Niewielki zakupy;35;14;P03;P03
0,002391304;źle;Źle;klient;66;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;46;24.09.2013;24.09.2013;Średnie zakupy;110;4;P02;P02
0,001533333;źle;Źle;klient;110,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;120;27.08.2013;27.08.2013;Duże zakupu;184;9;P01;P01
0,002297619;źle;Źle;klient;115,8;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;84;14.10.2013;14.10.2013;Duże zakupu;193;14;P01;P01
0,000742647;źle;Źle;klient;60,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;136;12.09.2013;12.09.2013;Średnie zakupy;101;15;P02;P02
0,001666667;źle;Źle;klient;48;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;48;27.08.2013;27.08.2013;Niewielki zakupy;80;10;P01;P01
0,001446429;źle;Źle;klient;48,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;56;08.10.2013;08.10.2013;Niewielki zakupy;81;9;P05;P05
0,00133;źle;Źle;klient;79,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;100;08.09.2013;08.09.2013;Średnie zakupy;133;4;P02;P02
0,001375839;źle;Źle;klient;123;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;149;05.08.2013;05.08.2013;Duże zakupu;205;15;P02;P02
0,000707317;źle;Źle;klient;52,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;123;20.08.2013;20.08.2013;Niewielki zakupy;87;7;P04;P04
0,000707865;źle;Źle;klient;75,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;178;02.10.2013;02.10.2013;Średnie zakupy;126;4;P01;P01
0,000594828;źle;Źle;klient;41,4;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;116;15.09.2013;15.09.2013;Niewielki zakupy;69;13;P03;P03
0,001904762;źle;Źle;klient;24;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;21;11.10.2013;11.10.2013;Niewielki zakupy;40;6;P02;P02
0,001611511;źle;Źle;klient;134,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;139;28.10.2013;28.10.2013;Duże zakupu;224;5;P01;P01
0,002222222;źle;Źle;klient;36;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;27;03.08.2013;03.08.2013;Niewielki zakupy;60;3;P03;P03
0,001350746;źle;Źle;klient;108,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;134;31.08.2013;31.08.2013;Duże zakupu;181;7;P03;P03
0,003465116;źle;Źle;klient;89,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;43;16.09.2013;16.09.2013;Średnie zakupy;149;6;P01;P01
0,001523810;źle;Źle;klient;38,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;42;10.10.2013;10.10.2013;Niewielki zakupy;64;6;P02;P02
0,000844961;źle;Źle;klient;65,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;129;17.10.2013;17.10.2013;Średnie zakupy;109;14;P01;P01
0,000642045;źle;Źle;klient;67,8;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;176;03.10.2013;03.10.2013;Średnie zakupy;113;8;P05;P05
0,001257143;źle;Źle;klient;132;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;175;17.08.2013;17.08.2013;Duże zakupu;220;14;P02;P02
0,000496815;źle;Źle;klient;46,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;157;12.09.2013;12.09.2013;Niewielki zakupy;78;2;P03;P03
0,000589286;źle;Źle;klient;59,4;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;168;07.10.2013;07.10.2013;Średnie zakupy;99;9;P03;P03
0,000632653;źle;Źle;klient;18,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;49;25.10.2013;25.10.2013;Niewielki zakupy;31;4;P03;P03
0,003586207;źle;Źle;klient;124,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;58;07.08.2013;07.08.2013;Duże zakupu;208;12;P02;P02
0,001102410;źle;Źle;klient;109,8;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;166;05.08.2013;05.08.2013;Duże zakupu;183;6;P01;P01
0,008631579;źle;Źle;klient;98,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;19;14.09.2013;14.09.2013;Średnie zakupy;164;15;P01;P01
0,000184397;źle;Źle;klient;15,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;141;06.09.2013;06.09.2013;Niewielki zakupy;26;11;P05;P05
0,002473684;źle;Źle;klient;112,8;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;76;27.10.2013;27.10.2013;Duże zakupu;188;1;P01;P01
0,000650602;źle;Źle;klient;32,4;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;83;20.08.2013;20.08.2013;Niewielki zakupy;54;5;P04;P04
0,000313253;źle;Źle;klient;15,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;83;01.09.2013;01.09.2013;Niewielki zakupy;26;9;P02;P02
0,002153846;źle;Źle;klient;16,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;13;14.10.2013;14.10.2013;Niewielki zakupy;28;9;P03;P03
0,002391892;źle;Źle;klient;106,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;74;12.09.2013;12.09.2013;Średnie zakupy;177;14;P02;P02
0,001201835;źle;Źle;klient;78,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;109;05.10.2013;05.10.2013;Średnie zakupy;131;12;P05;P05
